created_at,entry_id,pm2_5,pm10,temp,trysnia,lageshtira,alarm_status
2019-09-27 02:17:54 CEST,708,4.9,9.9,21.6,100301,83.4,0
2019-09-27 02:18:48 CEST,709,4.9,9.9,21.6,100299,83.4,0
2019-09-27 02:19:42 CEST,710,5,9.9,21.6,100298,83.4,0
2019-09-27 02:20:36 CEST,711,5,9.9,21.6,100296,83.4,0
2019-09-27 02:21:29 CEST,712,5,9.3,21.6,100293,83.5,0
2019-09-27 02:22:23 CEST,713,5,8.9,21.6,100296,83.4,0
2019-09-27 02:23:17 CEST,714,5,9.1,21.6,100298,83.4,0
2019-09-27 02:24:11 CEST,715,5,9.6,21.6,100293,83.5,0
2019-09-27 02:25:05 CEST,716,5,9.7,21.6,100289,83.4,0
2019-09-27 02:25:59 CEST,717,5,9.2,21.5,100298,83.4,0
2019-09-27 02:26:53 CEST,718,5,9.3,21.5,100301,83.3,0
2019-09-27 02:27:47 CEST,719,5.1,10.3,21.4,100298,83.3,0
2019-09-27 02:28:41 CEST,720,5.1,10.3,21.3,100296,83.3,0
2019-09-27 02:29:35 CEST,721,5.1,10.5,21.2,100299,83.3,0
2019-09-27 02:30:29 CEST,722,5.1,10.4,21.2,100297,83.3,0
2019-09-27 02:31:23 CEST,723,5.2,10.9,21.1,100289,83.4,0
2019-09-27 02:32:17 CEST,724,5.2,10.5,21.2,100292,83.3,0
2019-09-27 02:33:11 CEST,725,5.3,10.7,21.2,100289,83.4,0
2019-09-27 02:34:05 CEST,726,5.2,10.6,21.2,100295,83.4,0
2019-09-27 02:34:59 CEST,727,5.4,10.6,21.3,100296,83.3,0
2019-09-27 02:35:53 CEST,728,5.2,10.5,21.3,100290,83.3,0
2019-09-27 02:36:47 CEST,729,5.2,10.4,21.4,100293,83.3,0
2019-09-27 02:37:41 CEST,730,5.2,10.7,21.4,100287,83.3,0
2019-09-27 02:38:35 CEST,731,5.3,11,21.4,100289,83.3,0
2019-09-27 02:39:29 CEST,732,5.3,10.9,21.4,100292,83.2,0
2019-09-27 02:40:23 CEST,733,5.2,10.7,21.3,100305,83.2,0
2019-09-27 02:41:17 CEST,734,5.2,12,21.2,100296,83.2,0
2019-09-27 02:42:11 CEST,735,5.2,12,21.2,100292,83.2,0
2019-09-27 02:43:05 CEST,736,5.2,11.9,21.2,100303,83.3,0
2019-09-27 02:43:59 CEST,737,5.1,11,21.1,100294,83.3,0
2019-09-27 02:44:53 CEST,738,5.2,11.1,21,100299,83.2,0
2019-09-27 02:45:47 CEST,739,5.1,11.2,21,100297,83.2,0
2019-09-27 02:46:41 CEST,740,5.1,10.9,21,100294,83.2,0
2019-09-27 02:47:35 CEST,741,5.1,11.5,21,100300,83.2,0
2019-09-27 02:48:29 CEST,742,5,11.3,21,100288,83.1,0
2019-09-27 02:49:23 CEST,743,5.1,11.3,20.9,100297,83.1,0
2019-09-27 02:50:17 CEST,744,5.1,11.1,20.9,100299,83.2,0
2019-09-27 02:51:11 CEST,745,5.1,10.6,20.9,100291,83.2,0
2019-09-27 02:52:05 CEST,746,5.1,10.6,20.8,100288,83.1,0
2019-09-27 02:52:59 CEST,747,5.1,11,20.7,100286,83.1,0
2019-09-27 02:53:53 CEST,748,5.2,11.3,20.7,100296,83.1,0
2019-09-27 02:54:47 CEST,749,5.2,10.5,20.7,100297,83.1,0
2019-09-27 02:55:41 CEST,750,5.2,10.5,20.7,100290,83.1,0
2019-09-27 02:56:35 CEST,751,5.2,10.3,20.7,100288,83.1,0
2019-09-27 02:57:29 CEST,752,5.2,10.5,20.7,100302,83.1,0
2019-09-27 02:58:23 CEST,753,5.2,10.1,20.7,100291,83.1,0
2019-09-27 02:59:17 CEST,754,5.2,9.9,20.7,100285,83.1,0
2019-09-27 03:00:11 CEST,755,5.2,9.9,20.7,100283,83.1,0
2019-09-27 03:01:05 CEST,756,5.2,10,20.7,100296,83.1,0
2019-09-27 03:01:59 CEST,757,5.1,10.3,20.8,100280,83,0
2019-09-27 03:02:53 CEST,758,5,10.6,20.8,100285,83,0
2019-09-27 03:03:47 CEST,759,5.1,10.9,20.8,100293,83.1,0
2019-09-27 03:04:41 CEST,760,5,10.5,20.9,100294,83.1,0
2019-09-27 03:05:35 CEST,761,5,10.3,21,100288,83.1,0
2019-09-27 03:06:29 CEST,762,5.1,10.6,21.1,100293,83.1,0
2019-09-27 03:07:23 CEST,763,5.1,10.7,21.1,100294,83,0
2019-09-27 03:08:17 CEST,764,5.1,9.3,21.2,100288,83,0
2019-09-27 03:09:11 CEST,765,5.1,9.3,21.2,100299,83,0
2019-09-27 03:10:05 CEST,766,5.1,10.6,21.3,100295,83,0
2019-09-27 03:10:59 CEST,767,5.1,10.7,21.3,100284,83,0
2019-09-27 03:11:53 CEST,768,5,10.5,21.3,100293,83,0
2019-09-27 03:12:47 CEST,769,5,10.6,21.4,100289,83,0
2019-09-27 03:13:41 CEST,770,5,11.1,21.3,100285,83,0
2019-09-27 03:14:35 CEST,771,4.9,10.3,21.2,100282,82.9,0
2019-09-27 03:15:29 CEST,772,5,10.3,21.2,100289,82.9,0
2019-09-27 03:16:23 CEST,773,5,10.9,21.2,100288,82.9,0
2019-09-27 03:17:18 CEST,774,4.9,10.8,21.1,100282,82.9,0
2019-09-27 03:18:12 CEST,775,4.9,10.7,21,100283,83,0
2019-09-27 03:19:05 CEST,776,4.8,10.6,21,100283,83,0
2019-09-27 03:20:00 CEST,777,4.8,10.2,20.9,100285,83,0
2019-09-27 03:20:53 CEST,778,4.7,9.8,20.9,100288,82.8,0
2019-09-27 03:21:48 CEST,779,4.6,9.7,20.9,100277,82.8,0
2019-09-27 03:22:42 CEST,780,4.6,9.4,20.8,100288,82.8,0
2019-09-27 03:23:36 CEST,781,4.6,10,20.9,100285,82.8,0
2019-09-27 03:24:30 CEST,782,4.6,10,20.9,100279,82.8,0
2019-09-27 03:25:24 CEST,783,4.6,9.9,20.9,100274,82.8,0
2019-09-27 03:26:18 CEST,784,4.6,9.9,20.9,100288,82.8,0
2019-09-27 03:27:11 CEST,785,4.5,9.9,21,100278,82.9,0
2019-09-27 03:28:06 CEST,786,4.5,9.9,21.1,100291,82.9,0
2019-09-27 03:29:00 CEST,787,4.5,9.5,21.1,100293,82.9,0
2019-09-27 03:34:40 CEST,788,4.5,10.3,21.3,100290,82.9,0
2019-09-27 03:35:34 CEST,789,4.6,9.8,21.4,100298,82.9,0
2019-09-27 03:36:28 CEST,790,4.6,10,21.4,100288,82.8,0
2019-09-27 03:37:22 CEST,791,4.6,10.6,21.4,100295,82.8,0
2019-09-27 03:38:16 CEST,792,4.7,10.7,21.4,100289,82.8,0
2019-09-27 03:39:10 CEST,793,4.7,11,21.4,100298,82.8,0
2019-09-27 03:40:04 CEST,794,4.8,11.2,21.4,100298,82.8,0
2019-09-27 03:40:58 CEST,795,4.8,11.1,21.4,100295,82.7,0
2019-09-27 03:41:52 CEST,796,4.8,11,21.4,100298,82.7,0
2019-09-27 03:42:45 CEST,797,4.8,11,21.3,100289,82.7,0
2019-09-27 03:43:39 CEST,798,4.8,10.5,21.3,100292,82.7,0
2019-09-27 03:44:33 CEST,799,4.7,10.2,21.3,100295,82.7,0
2019-09-27 03:45:27 CEST,800,4.8,10.3,21.3,100299,82.7,0
2019-09-27 03:46:21 CEST,801,4.8,10.7,21.3,100290,82.7,0
2019-09-27 03:47:15 CEST,802,4.8,11.1,21.2,100290,82.7,0
2019-09-27 03:48:09 CEST,803,4.8,11.6,21.2,100284,82.6,0
2019-09-27 03:49:03 CEST,804,4.7,10.9,21.2,100292,82.6,0
2019-09-27 03:49:57 CEST,805,4.8,11.1,21.2,100299,82.6,0
2019-09-27 03:50:51 CEST,806,4.9,11.5,21.2,100290,82.6,0
2019-09-27 03:51:45 CEST,807,4.9,11.6,21.1,100300,82.6,0
2019-09-27 03:52:39 CEST,808,5,11.3,21.1,100297,82.6,0
2019-09-27 03:53:33 CEST,809,5,11.7,21.1,100293,82.7,0
2019-09-27 03:54:27 CEST,810,5,11.5,21,100288,82.7,0
2019-09-27 03:55:21 CEST,811,4.9,11.3,20.9,100288,82.6,0
2019-09-27 03:56:15 CEST,812,4.9,10.7,20.9,100286,82.6,0
2019-09-27 04:04:58 CEST,813,4.5,8,21.3,100287,82.5,0
2019-09-27 04:05:52 CEST,814,4.5,8,21.3,100281,82.5,0
2019-09-27 04:06:46 CEST,815,4.5,8,21.4,100281,82.5,0
2019-09-27 04:07:40 CEST,816,4.5,8.1,21.4,100293,82.5,0
2019-09-27 04:08:34 CEST,817,4.6,7.9,21.4,100282,82.5,0
2019-09-27 04:09:28 CEST,818,4.6,8.6,21.4,100292,82.5,0
2019-09-27 04:10:22 CEST,819,4.6,8.5,21.4,100288,82.5,0
2019-09-27 04:11:16 CEST,820,4.6,8.4,21.4,100273,82.5,0
2019-09-27 04:12:11 CEST,821,4.6,8.4,21.4,100293,82.6,0
2019-09-27 04:13:05 CEST,822,4.6,8.6,21.3,100298,82.6,0
2019-09-27 04:13:59 CEST,823,4.6,8.4,21.3,100302,82.5,0
2019-09-27 04:14:53 CEST,824,4.6,8.9,21.3,100296,82.4,0
2019-09-27 04:15:47 CEST,825,4.6,8.8,21.3,100299,82.4,0
2019-09-27 04:16:41 CEST,826,4.6,8.8,21.4,100301,82.4,0
2019-09-27 04:17:35 CEST,827,4.6,9.1,21.4,100298,82.4,0
2019-09-27 04:18:29 CEST,828,4.6,9.2,21.4,100298,82.4,0
2019-09-27 04:19:23 CEST,829,4.6,9,21.4,100299,82.4,0
2019-09-27 04:20:17 CEST,830,4.6,9.1,21.4,100296,82.3,0
2019-09-27 04:21:11 CEST,831,4.6,8.7,21.3,100293,82.3,0
2019-09-27 04:22:05 CEST,832,4.7,8.8,21.3,100296,82.3,0
2019-09-27 04:22:59 CEST,833,4.7,8.9,21.3,100296,82.4,0
2019-09-27 04:23:53 CEST,834,4.7,8.9,21.2,100293,82.4,0
2019-09-27 04:24:47 CEST,835,4.6,8.8,21.2,100293,82.4,0
2019-09-27 04:25:41 CEST,836,4.7,8.9,21.2,100297,82.3,0
2019-09-27 04:26:35 CEST,837,4.7,9.5,21.2,100296,82.3,0
2019-09-27 04:27:29 CEST,838,4.6,9.6,21.2,100297,82.3,0
2019-09-27 04:28:23 CEST,839,4.6,9.6,21.3,100290,82.3,0
2019-09-27 04:29:17 CEST,840,4.5,8.9,21.3,100299,82.2,0
2019-09-27 04:30:11 CEST,841,4.6,9.3,21.3,100296,82.2,0
2019-09-27 04:31:05 CEST,842,4.6,8.8,21.2,100300,82.2,0
2019-09-27 04:31:59 CEST,843,4.6,8.9,21.2,100299,82.2,0
2019-09-27 04:32:53 CEST,844,4.6,8.9,21.1,100305,82.2,0
2019-09-27 04:33:47 CEST,845,4.6,9,21,100312,82.2,0
2019-09-27 04:34:41 CEST,846,4.6,8.8,20.9,100309,82.2,0
2019-09-27 04:35:35 CEST,847,4.5,8.7,20.9,100305,82.1,0
2019-09-27 04:36:29 CEST,848,4.6,8.8,20.8,100306,82.1,0
2019-09-27 04:37:23 CEST,849,4.6,8.8,20.9,100305,82.1,0
2019-09-27 04:38:16 CEST,850,4.6,8.9,20.9,100299,82.2,0
2019-09-27 04:39:10 CEST,851,4.6,9.4,20.9,100300,82.2,0
2019-09-27 04:40:04 CEST,852,4.6,9.2,20.9,100294,82.1,0
2019-09-27 04:40:58 CEST,853,4.7,9.6,20.9,100302,82.1,0
2019-09-27 04:41:52 CEST,854,4.7,9.2,20.8,100302,82.1,0
2019-09-27 04:42:46 CEST,855,4.7,9.4,20.7,100297,82,0
2019-09-27 04:43:40 CEST,856,4.6,9.8,20.6,100302,82,0
2019-09-27 04:44:34 CEST,857,4.6,10,20.7,100299,82,0
2019-09-27 04:45:28 CEST,858,4.6,11.1,20.7,100303,82.1,0
2019-09-27 04:46:22 CEST,859,4.6,11.4,20.6,100307,82.1,0
2019-09-27 04:47:16 CEST,860,4.6,11.3,20.6,100302,82.2,0
2019-09-27 04:48:10 CEST,861,4.6,11,20.7,100299,82.2,0
2019-09-27 04:49:04 CEST,862,4.6,10.9,20.8,100297,82.1,0
2019-09-27 04:49:58 CEST,863,4.7,11,20.8,100306,82.1,0
2019-09-27 04:50:53 CEST,864,4.6,10.8,20.9,100299,82.1,0
2019-09-27 04:51:46 CEST,865,4.7,10.9,20.9,100300,82,0
2019-09-27 04:55:19 CEST,866,5.4,8.6,21,100303,82,0
2019-09-27 04:56:13 CEST,867,5.4,8.6,21,100308,82,0
2019-09-27 04:57:07 CEST,868,5.4,8.7,21,100302,82,0
2019-09-27 04:58:01 CEST,869,5.4,9.1,21,100312,82,0
2019-09-27 04:58:55 CEST,870,5.5,9.9,20.9,100306,81.9,0
2019-09-27 04:59:49 CEST,871,5.5,10.4,20.9,100311,81.9,0
2019-09-27 05:00:43 CEST,872,5.5,10.2,20.9,100314,81.9,0
2019-09-27 05:01:37 CEST,873,5.6,10.3,20.9,100315,81.9,0
2019-09-27 05:02:32 CEST,874,5.6,10.4,20.9,100312,81.9,0
2019-09-27 05:03:26 CEST,875,5.5,10.3,21,100312,81.9,0
2019-09-27 05:04:20 CEST,876,5.5,9.6,21,100320,82,0
2019-09-27 05:05:14 CEST,877,5.5,9.8,21,100320,82,0
2019-09-27 05:06:08 CEST,878,5.5,9.9,21,100315,82,0
2019-09-27 05:07:02 CEST,879,5.6,10.3,21,100315,82,0
2019-09-27 05:07:56 CEST,880,5.6,10.4,21,100318,82,0
2019-09-27 05:08:50 CEST,881,5.5,10.5,21,100321,82,0
2019-09-27 05:09:44 CEST,882,5.7,10.9,21,100324,82.1,0
2019-09-27 05:10:38 CEST,883,5.6,10.7,20.9,100326,82.1,0
2019-09-27 05:11:32 CEST,884,5.6,10,20.9,100330,82.1,0
2019-09-27 05:12:26 CEST,885,5.6,9.8,20.8,100331,82.1,0
2019-09-27 05:13:20 CEST,886,5.6,10.3,20.7,100321,82.1,0
2019-09-27 05:14:14 CEST,887,5.7,10.2,20.6,100325,82.1,0
2019-09-27 05:15:08 CEST,888,5.7,10.5,20.6,100334,82.1,0
2019-09-27 05:16:02 CEST,889,5.6,10.4,20.6,100330,82.2,0
2019-09-27 05:16:56 CEST,890,5.7,10.5,20.7,100330,82.2,0
2019-09-27 05:17:50 CEST,891,5.7,10.7,20.8,100336,82.2,0
2019-09-27 05:18:44 CEST,892,5.7,11,20.8,100348,82.2,0
2019-09-27 05:19:38 CEST,893,5.6,10.7,20.9,100341,82.2,0
2019-09-27 05:20:32 CEST,894,5.6,10.4,20.9,100342,82.2,0
2019-09-27 05:21:26 CEST,895,5.5,10.3,20.9,100347,82.2,0
2019-09-27 05:22:20 CEST,896,5.6,10.5,20.8,100338,82.2,0
2019-09-27 05:23:14 CEST,897,5.6,10.4,20.7,100342,82.3,0
2019-09-27 05:24:08 CEST,898,5.5,10.8,20.6,100344,82.3,0
2019-09-27 05:25:02 CEST,899,5.5,10.3,20.7,100339,82.3,0
2019-09-27 05:25:56 CEST,900,5.5,9.7,20.7,100353,82.3,0
2019-09-27 05:26:50 CEST,901,5.4,8.9,20.7,100348,82.2,0
2019-09-27 05:27:44 CEST,902,5.4,9.4,20.7,100350,82.2,0
2019-09-27 05:28:38 CEST,903,5.3,9.3,20.7,100353,82.2,0
2019-09-27 05:29:32 CEST,904,5.3,9.5,20.7,100339,82.2,0
2019-09-27 05:30:26 CEST,905,5.4,9.5,20.7,100345,82.2,0
2019-09-27 05:31:20 CEST,906,5.4,10,20.7,100353,82.2,0
2019-09-27 05:32:14 CEST,907,5.4,10.3,20.7,100345,82.2,0
2019-09-27 05:33:08 CEST,908,5.5,10.2,20.7,100345,82.3,0
2019-09-27 05:34:02 CEST,909,5.4,9.8,20.6,100350,82.3,0
2019-09-27 05:34:56 CEST,910,5.4,9.5,20.6,100350,82.3,0
2019-09-27 05:35:50 CEST,911,5.4,9.6,20.6,100357,82.3,0
2019-09-27 05:36:44 CEST,912,5.4,10,20.6,100354,82.4,0
2019-09-27 05:37:38 CEST,913,5.5,10,20.6,100357,82.4,0
2019-09-27 05:38:32 CEST,914,5.5,10.4,20.6,100353,82.4,0
2019-09-27 05:39:26 CEST,915,5.5,11.1,20.6,100357,82.4,0
2019-09-27 05:40:20 CEST,916,5.4,10.7,20.7,100351,82.3,0
2019-09-27 05:41:14 CEST,917,5.4,10.9,20.7,100350,82.3,0
2019-09-27 05:42:08 CEST,918,5.5,10.7,20.7,100357,82.3,0
2019-09-27 05:43:02 CEST,919,5.6,10.7,20.8,100354,82.3,0
2019-09-27 05:43:56 CEST,920,5.6,10.6,20.8,100371,82.3,0
2019-09-27 05:44:50 CEST,921,5.6,10.7,20.8,100357,82.3,0
2019-09-27 05:45:44 CEST,922,5.5,10.5,20.8,100359,82.3,0
2019-09-27 05:46:38 CEST,923,5.5,10.6,20.9,100369,82.2,0
2019-09-27 05:47:32 CEST,924,5.5,10.8,20.9,100362,82.2,0
2019-09-27 05:48:26 CEST,925,5.5,11.5,20.9,100360,82.2,0
2019-09-27 05:49:20 CEST,926,5.6,11.5,20.9,100366,82.2,0
2019-09-27 05:50:14 CEST,927,5.7,11.7,21,100363,82.2,0
2019-09-27 05:51:08 CEST,928,5.7,11.3,21,100366,82.2,0
2019-09-27 05:52:02 CEST,929,5.7,11.2,21,100371,82.5,0
2019-09-27 05:52:56 CEST,930,5.7,11.1,21,100362,82.5,0
2019-09-27 05:53:50 CEST,931,5.8,11.4,21,100359,82.5,0
2019-09-27 05:54:44 CEST,932,5.8,10.9,21,100371,82.5,0
2019-09-27 05:55:38 CEST,933,5.8,11,21,100371,82.5,0
2019-09-27 05:56:32 CEST,934,5.8,11.6,21.1,100371,82.5,0
2019-09-27 05:57:26 CEST,935,5.8,11.8,21.1,100384,82.5,0
2019-09-27 05:58:19 CEST,936,5.7,11.5,21,100381,82.6,0
2019-09-27 05:59:13 CEST,937,5.7,11.2,21,100386,82.6,0
2019-09-27 06:00:07 CEST,938,5.7,11.2,21,100380,82.6,0
2019-09-27 06:01:01 CEST,939,5.8,11,21,100384,82.6,0
2019-09-27 06:01:55 CEST,940,5.8,11.2,21,100389,82.6,0
2019-09-27 06:02:49 CEST,941,5.7,11.3,21,100386,82.6,0
2019-09-27 06:03:43 CEST,942,5.7,10.6,21,100389,82.7,0
2019-09-27 06:04:37 CEST,943,5.7,10.8,21,100392,82.7,0
2019-09-27 06:05:31 CEST,944,5.8,10.4,21,100381,82.7,0
2019-09-27 06:06:25 CEST,945,5.8,9.9,21,100378,82.7,0
2019-09-27 06:07:19 CEST,946,5.8,10,21,100383,82.7,0
2019-09-27 06:08:13 CEST,947,5.8,9.8,21,100381,82.7,0
2019-09-27 06:09:07 CEST,948,5.7,9.7,21,100383,82.7,0
2019-09-27 06:10:01 CEST,949,5.7,9.8,21.1,100396,82.6,0
2019-09-27 06:10:55 CEST,950,5.7,10,21,100386,82.6,0
2019-09-27 06:11:49 CEST,951,5.7,9.6,21,100383,82.6,0
2019-09-27 06:12:43 CEST,952,5.7,9.5,21,100389,82.6,0
2019-09-27 06:13:36 CEST,953,5.8,9.5,21,100392,82.6,0
2019-09-27 06:21:54 CEST,954,4.5,8.4,21.1,100386,82.6,0
2019-09-27 06:22:48 CEST,955,4.5,8.4,21,100386,82.7,0
2019-09-27 06:23:42 CEST,956,4.6,8.5,21,100392,82.7,0
2019-09-27 06:24:36 CEST,957,4.5,8.4,21,100386,82.7,0
2019-09-27 06:25:30 CEST,958,4.6,9.4,21,100383,82.7,0
2019-09-27 06:26:24 CEST,959,4.7,9.9,21,100383,82.7,0
2019-09-27 06:27:18 CEST,960,4.6,9.8,21,100390,82.7,0
2019-09-27 06:28:12 CEST,961,4.7,10.4,21,100387,82.7,0
2019-09-27 06:29:06 CEST,962,4.6,10.4,20.9,100389,82.7,0
2019-09-27 06:30:00 CEST,963,4.7,10.5,20.9,100394,82.7,0
2019-09-27 06:30:54 CEST,964,4.7,10.6,20.8,100387,82.8,0
2019-09-27 06:31:48 CEST,965,4.6,10.5,20.8,100381,82.8,0
2019-09-27 06:32:42 CEST,966,4.6,10.5,20.8,100396,82.8,0
2019-09-27 06:33:36 CEST,967,4.6,10.6,20.8,100391,82.8,0
2019-09-27 06:34:30 CEST,968,4.7,10.9,20.8,100393,82.8,0
2019-09-27 06:35:24 CEST,969,4.6,10.8,20.8,100393,82.7,0
2019-09-27 06:36:18 CEST,970,4.6,10,20.8,100391,82.7,0
2019-09-27 06:37:12 CEST,971,4.6,10,20.8,100393,82.8,0
2019-09-27 06:38:06 CEST,972,4.5,9.9,20.8,100387,82.8,0
2019-09-27 06:39:00 CEST,973,4.7,9.9,20.8,100390,82.8,0
2019-09-27 06:39:54 CEST,974,4.7,9.4,20.8,100391,82.8,0
2019-09-27 06:40:48 CEST,975,4.7,10,20.8,100387,82.8,0
2019-09-27 06:41:42 CEST,976,4.8,10.3,20.8,100391,82.8,0
2019-09-27 06:42:36 CEST,977,4.7,10.2,20.8,100384,82.9,0
2019-09-27 06:43:30 CEST,978,4.7,10.1,20.7,100376,82.9,0
2019-09-27 06:44:24 CEST,979,4.6,9.5,20.7,100385,82.9,0
2019-09-27 06:45:18 CEST,980,4.6,9.6,20.7,100384,82.9,0
2019-09-27 06:46:12 CEST,981,4.6,9.4,20.6,100379,82.9,0
2019-09-27 06:47:06 CEST,982,4.6,9.7,20.5,100376,82.9,0
2019-09-27 06:48:00 CEST,983,4.6,9.8,20.5,100382,82.9,0
2019-09-27 06:48:54 CEST,984,4.6,9.9,20.4,100379,82.9,0
2019-09-27 06:49:48 CEST,985,4.7,10,20.4,100388,83,0
2019-09-27 06:50:42 CEST,986,4.7,10.1,20.3,100384,83,0
2019-09-27 06:51:36 CEST,987,4.7,10.2,20.3,100387,83,0
2019-09-27 06:52:30 CEST,988,4.7,9.4,20.4,100385,83,0
2019-09-27 06:53:24 CEST,989,4.7,9.6,20.4,100388,83,0
2019-09-27 06:54:18 CEST,990,4.7,9.6,20.4,100384,83,0
2019-09-27 06:55:12 CEST,991,4.7,9,20.4,100385,83,0
2019-09-27 06:56:06 CEST,992,4.8,9.5,20.5,100373,83,0
2019-09-27 06:57:00 CEST,993,4.8,10.6,20.5,100378,83,0
2019-09-27 06:57:54 CEST,994,4.9,10.7,20.6,100379,82.9,0
2019-09-27 06:58:48 CEST,995,5,10.7,20.6,100384,82.9,0
2019-09-27 06:59:42 CEST,996,5,10.9,20.7,100388,82.9,0
2019-09-27 07:00:36 CEST,997,4.9,10.8,20.7,100378,82.9,0
2019-09-27 07:01:30 CEST,998,5,10.5,20.8,100384,82.9,0
2019-09-27 07:02:23 CEST,999,4.9,10.2,20.8,100385,82.9,0
2019-09-27 07:03:17 CEST,1000,4.9,10.2,20.8,100385,82.8,0
2019-09-27 07:04:11 CEST,1001,5,10.3,20.8,100383,82.8,0
2019-09-27 07:05:05 CEST,1002,5,11.4,20.8,100383,82.8,0
2019-09-27 07:05:59 CEST,1003,4.9,11.1,20.9,100391,82.8,0
2019-09-27 07:06:53 CEST,1004,4.9,11,20.9,100387,82.8,0
2019-09-27 07:07:47 CEST,1005,4.9,10.4,20.9,100387,82.9,0
2019-09-27 07:08:41 CEST,1006,4.8,9.7,20.9,100390,82.9,0
2019-09-27 07:09:35 CEST,1007,4.8,10.3,20.8,100386,82.9,0
2019-09-27 07:10:29 CEST,1008,4.8,10.4,20.8,100391,82.9,0
2019-09-27 07:11:23 CEST,1009,4.9,10.5,20.8,100384,83,0
2019-09-27 07:12:17 CEST,1010,4.9,10.2,20.8,100390,83,0
2019-09-27 07:13:11 CEST,1011,4.9,10.3,20.8,100385,83,0
2019-09-27 07:14:05 CEST,1012,4.9,10,20.8,100388,83,0
2019-09-27 07:14:59 CEST,1013,4.9,10.1,20.9,100393,83,0
2019-09-27 07:15:53 CEST,1014,4.8,10,20.9,100386,83,0
2019-09-27 07:16:47 CEST,1015,4.8,10.6,20.8,100391,83,0
2019-09-27 07:17:41 CEST,1016,4.8,11.1,20.8,100388,83,0
2019-09-27 07:18:35 CEST,1017,4.8,11,20.7,100393,83.1,0
2019-09-27 07:19:29 CEST,1018,4.8,12.2,20.7,100396,83.1,0
2019-09-27 07:20:23 CEST,1019,4.7,11.6,20.6,100397,83.1,0
2019-09-27 07:21:17 CEST,1020,4.8,11.7,20.6,100400,83.1,0
2019-09-27 07:22:11 CEST,1021,4.8,12.8,20.5,100400,83.1,0
2019-09-27 07:23:05 CEST,1022,4.8,12.6,20.5,100399,83.1,0
2019-09-27 07:23:59 CEST,1023,4.9,11.9,20.5,100393,83.1,0
2019-09-27 07:24:53 CEST,1024,4.8,11.8,20.5,100394,83.2,0
2019-09-27 07:25:47 CEST,1025,4.8,11.7,20.5,100399,83.2,0
2019-09-27 07:26:41 CEST,1026,4.7,11.6,20.5,100402,83.2,0
2019-09-27 07:27:35 CEST,1027,4.7,11.9,20.5,100400,83.2,0
2019-09-27 07:28:29 CEST,1028,4.7,12,20.6,100403,83.2,0
2019-09-27 07:29:23 CEST,1029,4.7,12.6,20.6,100405,83.2,0
2019-09-27 07:30:17 CEST,1030,4.8,12.7,20.7,100393,83.1,0
2019-09-27 07:31:11 CEST,1031,4.8,12.7,20.7,100405,83.1,0
2019-09-27 07:32:05 CEST,1032,4.8,12.1,20.7,100400,83.1,0
2019-09-27 07:32:59 CEST,1033,4.8,12.1,20.8,100405,83.1,0
2019-09-27 07:33:53 CEST,1034,4.8,12.1,20.8,100405,83.1,0
2019-09-27 07:34:47 CEST,1035,4.8,12.1,20.8,100400,83.2,0
2019-09-27 07:35:41 CEST,1036,4.9,12.5,20.7,100400,83.2,0
2019-09-27 07:36:35 CEST,1037,4.8,11.8,20.6,100406,83.3,0
2019-09-27 07:37:29 CEST,1038,4.8,12,20.6,100393,83.3,0
2019-09-27 07:38:23 CEST,1039,4.8,12,20.7,100402,83.3,0
2019-09-27 07:39:17 CEST,1040,4.8,12.4,20.7,100399,83.3,0
2019-09-27 07:40:11 CEST,1041,4.8,12.9,20.6,100394,83.2,0
2019-09-27 07:41:05 CEST,1042,4.9,13.3,20.6,100408,83.2,0
2019-09-27 07:41:59 CEST,1043,4.9,13.6,20.7,100409,83.2,0
2019-09-27 07:42:53 CEST,1044,4.9,13.7,20.7,100405,83.2,0
2019-09-27 07:43:47 CEST,1045,4.9,13.7,20.7,100406,83.3,0
2019-09-27 07:44:41 CEST,1046,4.9,13.4,20.8,100406,83.2,0
2019-09-27 07:45:35 CEST,1047,4.9,13.5,20.8,100411,83.1,0
2019-09-27 07:46:29 CEST,1048,4.9,12.3,20.8,100406,83.1,0
2019-09-27 07:47:23 CEST,1049,4.9,12.3,20.8,100414,83.1,0
2019-09-27 07:48:17 CEST,1050,4.9,12.2,20.8,100415,83.1,0
2019-09-27 07:49:11 CEST,1051,4.9,11,20.8,100406,83.2,0
2019-09-27 07:50:05 CEST,1052,4.8,10.8,20.8,100408,83.2,0
2019-09-27 07:50:58 CEST,1053,4.8,10.4,20.8,100411,83.2,0
2019-09-27 07:51:52 CEST,1054,4.7,10.2,20.8,100402,83.2,0
2019-09-27 07:52:46 CEST,1055,4.7,10.3,20.8,100409,83.2,0
2019-09-27 07:53:40 CEST,1056,4.7,10.3,20.8,100402,83.1,0
2019-09-27 07:54:34 CEST,1057,4.8,10.2,20.8,100415,83.1,0
2019-09-27 07:55:28 CEST,1058,4.9,10.6,20.8,100403,83.1,0
2019-09-27 07:56:22 CEST,1059,4.9,10.3,20.7,100414,83.1,0
2019-09-27 07:57:16 CEST,1060,4.9,10.3,20.6,100406,83.1,0
2019-09-27 07:58:10 CEST,1061,4.9,10.2,20.6,100402,83,0
2019-09-27 07:59:04 CEST,1062,4.9,9.7,20.5,100416,83,0
